target,val_accuracy,val_ce_loss,n_train,n_val
attractive,0.6890187634573978,0.5496484626295549,26002,3251
smart,0.6444171024300215,0.5898988730855196,26002,3251
trustworthy,0.6776376499538603,0.5898097728799494,26002,3251
